,name,mission_area,science_topic,date,lat_n,lon_w,lat_s,lon_e,visits
649,enhance front-end web services,Environmental Health,Information Sciences,2011-12-06,38.96372,-76.99081,31.817067172886713,-74.88613528193912,181
650,cultivate transparent platforms,Core Sience Systems,Botany,2007-08-04,40.81,-73.9625,37.28781636764656,-55.43979678093984,360
651,synthesize user-centric eyeballs,Water Resources,Soil Sciences,1987-11-11,33.08014,-83.2321,29.553232693226228,-81.20959165554002,12
652,harness wireless channels,Land Resources,Planetary Sciences,2012-01-07,36.02506,-86.77917,34.91059066674829,-76.32822609592874,80
653,evolve integrated relationships,Land Resources,Climatology,1984-09-11,39.33427,-76.43941,27.26056818174616,-58.02247630223245,310
654,engage one-to-one architectures,Natural Hazards,Climatology,2012-01-17,39.33427,-76.43941,35.819534089072356,-73.71453796829876,477
655,matrix revolutionary action-items,Core Sience Systems,Marine Geology,2016-01-29,41.57721,-93.71133,33.93248761520193,-90.51575778143587,214
656,facilitate clicks-and-mortar e-commerce,Water Resources,Hydrology,1994-04-05,38.70734,-77.02303,28.391784885212253,-63.69536537434203,454
657,engage B2C experiences,Energy and Minerals,Energy Resources,2018-02-19,35.25064,-91.73625,26.263526490603663,-86.22632151691676,391
658,brand customized info-mediaries,Natural Hazards,Geophysics,2020-06-15,34.06635,-84.67837,29.08731521857121,-67.85816964359095,284
659,integrate cross-platform portals,Energy and Minerals,Remote Sensing,1998-03-28,36.61033,-88.31476,35.9436301881169,-70.95906648645365,61
660,repurpose mission-critical portals,Ecosystems,Ecology,1970-08-08,41.16704,-73.20483,27.851958224957997,-65.77487012052806,464
661,productize ubiquitous initiatives,Core Sience Systems,Marine Geology,2019-05-03,40.2737,-76.88442,34.601290118463616,-64.13076966278756,330
662,monetize synergistic convergence,Natural Hazards,Planetary Sciences,1981-07-13,40.72371,-73.95097,36.87484491743256,-66.84739290495446,423
663,deliver ubiquitous web services,Natural Hazards,Forestry,1983-02-06,26.18924,-98.15529,17.569084636189213,-79.47117367235955,435
664,re-contextualize frictionless networks,Natural Hazards,Forestry,1972-04-04,38.17492,-122.2608,19.8606154301001,-116.34504526950882,251
665,enhance next-generation vortals,Regional Offices,Environmental Health,2006-07-06,35.25064,-91.73625,28.103671237520153,-78.4220004018978,127
666,streamline scalable web-readiness,Energy and Minerals,Remote Sensing,1972-11-28,38.91817,-78.19444,26.256210050539593,-64.11576291110329,475
667,synthesize rich methodologies,Energy and Minerals,Seismology,1998-09-16,44.73941,-93.12577,28.500201212027104,-89.5977571174759,228
668,synergize sticky networks,Energy and Minerals,Botany,2015-01-28,28.15112,-82.46148,14.56537523309425,-71.6026532786608,293
669,enhance next-generation eyeballs,Natural Hazards,Botany,2015-05-15,28.15112,-82.46148,28.038011998630328,-81.05275191259584,155
670,expedite front-end schemas,Natural Hazards,Marine Geology,2020-04-30,42.52787,-70.92866,24.18196170211985,-60.28369926337767,24
671,optimize proactive communities,Natural Hazards,Information Sciences,1980-09-09,33.76446,-117.79394,16.916615458351394,-106.05572834082687,48
672,disintermediate wireless e-commerce,Ecosystems,Soil Sciences,2000-10-09,34.77453,-96.67834,29.382215608573855,-77.9921289326046,236
673,harness end-to-end networks,Land Resources,Wildlife Disease,1976-10-09,40.93121,-73.89875,30.66732317333521,-71.98530405438177,92
674,innovate granular networks,Ecosystems,Land Use Change,2008-11-05,41.72059,-87.70172,30.9349244824933,-78.71792016549989,499
675,transform front-end action-items,Core Sience Systems,Mineral Resources,1970-09-10,32.44874,-99.73314,16.75008353547282,-91.76979620085488,1
676,maximize enterprise content,Land Resources,Aquatic Biology,2000-11-22,39.33427,-76.43941,34.075875262557645,-56.91374276550374,30
677,repurpose end-to-end networks,Water Resources,Botany,1974-09-12,29.65163,-82.32483,16.263238852080395,-70.61844277138941,397
678,orchestrate bricks-and-clicks methodologies,Regional Offices,Planetary Sciences,1979-10-05,47.92526,-97.03285,38.65863835929817,-85.82767147125213,9
679,whiteboard impactful e-tailers,Regional Offices,Planetary Sciences,1971-02-04,38.91817,-78.19444,25.27664051190181,-66.04766790897997,234
680,syndicate killer bandwidth,Core Sience Systems,Information Sciences,1977-01-11,40.93121,-73.89875,33.40642413485689,-60.806415928002664,195
681,enable revolutionary action-items,Ecosystems,Mineral Resources,2009-08-07,40.72816,-74.07764,33.136629777422705,-56.56819062020305,115
682,optimize holistic solutions,Energy and Minerals,Information Sciences,2006-02-13,40.65995,-111.99633,28.037521178056483,-104.1482313853979,448
683,optimize bleeding-edge platforms,Natural Hazards,Geochemistry,1989-02-13,33.93113,-117.54866,27.485323240462534,-104.4946933857667,244
684,facilitate collaborative solutions,Ecosystems,Geomorphology,1976-01-21,43.54072,-116.56346,43.030316439764135,-105.04908985534382,68
685,strategize cross-media e-commerce,Energy and Minerals,Marine Geology,1986-08-24,39.57582,-105.11221,23.40119832214399,-94.11717874344039,164
686,generate bleeding-edge functionalities,Land Resources,Planetary Sciences,1987-10-08,37.95143,-91.77127,27.13622212562517,-86.26538259577374,439
687,drive granular paradigms,Core Sience Systems,Botany,2017-12-03,41.55815,-73.0515,33.05822759147831,-63.080782577364964,148
688,facilitate world-class e-tailers,Natural Hazards,Forestry,1978-03-29,41.14676,-73.49484,32.529016015650164,-72.24293593884204,164
689,engage revolutionary e-tailers,Environmental Health,Hydrology,2016-01-10,32.35126,-95.30106,19.47101091013178,-86.34055589795513,163
690,brand value-added ROI,Environmental Health,Planetary Sciences,1981-04-06,39.33427,-76.43941,32.297161681502956,-59.175521199428815,66
691,redefine collaborative e-commerce,Energy and Minerals,Land Use Change,2006-07-31,33.54428,-84.23381,28.182577398842017,-64.71131806154938,19
692,leverage granular solutions,Core Sience Systems,Aquatic Biology,1980-07-29,38.17492,-122.2608,23.6656295058777,-109.13254114501882,303
693,maximize transparent e-tailers,Regional Offices,Marine Geology,1978-03-22,43.61062,-72.97261,37.01960674950024,-70.50746042599903,3
694,reinvent back-end relationships,Core Sience Systems,Ecology,2017-06-22,38.91817,-78.19444,25.439994015886793,-75.3951099567118,204
695,enhance end-to-end architectures,Natural Hazards,Volcanology,1986-05-23,33.92946,-116.97725,30.84859952400274,-113.48503448483123,496
696,evolve synergistic mindshare,Environmental Health,Remote Sensing,1993-04-11,41.47892,-87.45476,23.145182842683607,-72.36109129048168,252
697,orchestrate B2C paradigms,Energy and Minerals,Marine Geology,2008-08-18,43.61062,-72.97261,24.236094090772152,-66.14174107496555,3
698,e-enable extensible solutions,Regional Offices,Hydrology,2015-08-17,40.94065,-73.99681,34.152068136096965,-61.51754361354136,21
699,embrace impactful channels,Regional Offices,Land Use Change,1999-08-19,20.88953,-156.47432,16.919931671452996,-139.71884421446487,221
700,grow impactful markets,Natural Hazards,Planetary Sciences,1971-07-10,34.14251,-118.25508,24.75297880316493,-107.64718164133545,399
701,seize clicks-and-mortar eyeballs,Ecosystems,Wildlife Disease,2013-01-08,32.44874,-99.73314,20.871027119518597,-92.63117064123112,363
702,benchmark extensible portals,Energy and Minerals,Climatology,2014-08-21,40.82232,-74.15987,23.702619432157082,-62.116508335337635,43
703,evolve next-generation functionalities,Land Resources,Seismology,1973-05-20,39.08367,-84.50855,22.217245752556654,-75.82232023757254,390
704,engineer clicks-and-mortar e-business,Natural Hazards,Wildlife Biology,1998-04-25,36.20829,-115.98391,35.27330043386207,-114.9545194570125,214
705,monetize out-of-the-box convergence,Water Resources,Wildlife Disease,1984-11-29,38.54491,-121.74052,25.597150416390257,-103.36183760498604,422
706,morph real-time web services,Land Resources,Planetary Sciences,2013-11-08,44.27804,-88.27205,35.792050578597454,-72.28152592110933,208
707,aggregate front-end methodologies,Water Resources,Geophysics,2011-10-01,32.35126,-95.30106,30.16389687593842,-83.24528210644002,416
708,redefine back-end users,Regional Offices,Information Sciences,1996-03-21,33.95015,-118.03917,13.999462469060767,-105.85567394836715,62
709,incubate extensible e-commerce,Ecosystems,Aquatic Biology,1991-03-23,45.16024,-93.08883,36.119542326967725,-74.28041344181277,272
710,morph plug-and-play e-tailers,Environmental Health,Soil Sciences,1972-03-22,34.25628,-78.04471,24.210660834941606,-73.91107707283653,412
711,productize transparent web services,Environmental Health,Seismology,1971-06-26,44.27804,-88.27205,29.079259830995625,-68.3394269864069,64
712,syndicate impactful networks,Water Resources,Energy Resources,1995-11-17,46.32374,-120.00865,42.09638635481318,-116.53013613213881,385
713,envisioneer sticky paradigms,Ecosystems,Information Sciences,2004-07-07,33.41012,-91.06177,32.807559558831386,-90.01339200472854,273
714,facilitate robust initiatives,Regional Offices,Marine Geology,1970-09-30,47.38093,-122.23484,43.84074757281855,-106.12395757157455,244
715,streamline leading-edge initiatives,Water Resources,Climatology,2011-11-15,40.65538,-74.38987,23.522396686501832,-71.97315801875186,240
716,expedite global portals,Core Sience Systems,Hydrology,2009-12-28,43.61062,-72.97261,37.01534962617887,-57.851089884312486,157
717,disintermediate global applications,Regional Offices,Hydrology,2018-03-26,33.35283,-111.78903,23.989583823759045,-107.41084627601771,278
718,strategize cross-platform e-tailers,Core Sience Systems,Genetics,1971-12-24,31.76212,-95.63079,12.00115550900074,-82.13973058034584,114
719,transition visionary communities,Land Resources,Seismology,1998-03-30,26.18924,-98.15529,17.698465817543646,-82.29949416283598,274
720,drive cutting-edge platforms,Regional Offices,Aquatic Biology,1980-06-19,41.24255,-82.61573,37.59218342581644,-71.29880646173466,50
721,aggregate wireless content,Land Resources,Geophysics,1982-12-08,43.54072,-116.56346,31.208367024806336,-107.78126127344254,357
722,extend transparent convergence,Land Resources,Environmental Health,1972-07-27,30.16688,-96.39774,25.36596757333979,-86.56221878305449,316
723,monetize intuitive architectures,Land Resources,Volcanology,1970-11-18,34.63915,-120.45794,30.02280844851671,-116.12102062077884,365
724,whiteboard wireless niches,Energy and Minerals,Remote Sensing,2006-03-30,42.58342,-71.8023,28.732088722183253,-66.3289116307413,22
725,utilize collaborative channels,Energy and Minerals,Botany,1996-08-19,34.95303,-120.43572,18.896766767478375,-116.17796273586285,334
726,morph real-time communities,Ecosystems,Ecology,1987-04-13,41.75338,-86.11084,21.832370831128912,-84.35548664151908,258
727,empower magnetic communities,Environmental Health,Geochemistry,1995-08-26,41.14676,-73.49484,40.38602085583832,-54.270080091961944,477
728,embrace web-enabled action-items,Water Resources,Wildlife Disease,2008-10-11,38.17492,-122.2608,32.20763504153244,-113.76562983574391,180
729,matrix best-of-breed e-business,Core Sience Systems,Remote Sensing,1974-06-23,36.02506,-86.77917,24.1317406154271,-72.78118685133605,466
730,target intuitive channels,Core Sience Systems,Geochemistry,1994-06-07,36.06523,-119.01677,19.06261605409032,-102.45222598560127,295
731,unleash visionary web-readiness,Natural Hazards,Genetics,1972-04-25,46.09273,-88.64235,31.810088368526493,-80.69134821922006,290
732,leverage holistic models,Environmental Health,Seismology,1998-08-26,40.64621,-73.97069,37.130777223756766,-57.36215299610771,184
733,orchestrate leading-edge models,Regional Offices,Information Sciences,2015-06-18,27.09978,-82.45426,18.385794079000227,-64.97707106032112,483
734,monetize killer partnerships,Land Resources,Geochemistry,1995-04-04,39.08367,-84.50855,27.477022028366207,-71.23103297452384,196
735,embrace dynamic initiatives,Ecosystems,Land Use Change,2005-01-07,27.09978,-82.45426,24.3582257626167,-77.16016990658957,247
736,repurpose transparent partnerships,Land Resources,Seismology,1972-12-11,41.75338,-86.11084,38.6919979143741,-67.47914158291965,424
737,implement out-of-the-box functionalities,Core Sience Systems,Ecology,1988-01-13,40.72371,-73.95097,28.60594477668552,-61.28501604203959,370
738,re-contextualize seamless e-commerce,Natural Hazards,Land Use Change,1974-01-03,41.16704,-73.20483,31.066913042224968,-53.807499959448606,268
739,target one-to-one bandwidth,Water Resources,Wildlife Disease,1990-10-27,32.44874,-99.73314,23.985142604698368,-96.17834007381809,369
740,incubate bleeding-edge solutions,Land Resources,Geophysics,1984-11-18,38.06084,-97.92977,33.134517929011295,-95.7807639265337,330
741,re-intermediate web-enabled supply-chains,Land Resources,Planetary Sciences,1996-09-19,43.16547,-77.70066,26.58575774735254,-74.81002966522738,371
742,syndicate 24/365 synergies,Regional Offices,Volcanology,1985-01-29,39.57582,-105.11221,34.22986526265692,-85.39458550412618,294
743,morph leading-edge solutions,Natural Hazards,Marine Geology,1994-04-26,40.5576,-74.28459,27.108051275551855,-68.738906022803,32
744,iterate transparent web-readiness,Core Sience Systems,Soil Sciences,2010-02-03,42.58342,-71.8023,24.88500554036055,-67.69647739334296,270
745,enhance proactive supply-chains,Energy and Minerals,Land Use Change,1978-09-23,38.96372,-76.99081,29.60822023687313,-76.36553988473736,462
746,synthesize dynamic info-mediaries,Energy and Minerals,Geomorphology,1988-09-25,39.72943,-104.83192,21.987567150693074,-104.49034640904291,232
747,engage viral deliverables,Environmental Health,Forestry,1985-05-07,47.4943,-122.24092,28.253630710115438,-118.50612331139126,317
748,reinvent back-end experiences,Water Resources,Soil Sciences,1971-09-10,42.7392,-84.62081,31.435012482462056,-74.62817595188815,252
749,seize best-of-breed deliverables,Regional Offices,Energy Resources,1994-04-13,32.44874,-99.73314,32.35166039016856,-81.08102396615303,427
750,strategize transparent platforms,Environmental Health,Wildlife Biology,2012-06-05,33.93113,-117.54866,15.93457272707278,-106.87822332564791,36
751,transform bleeding-edge architectures,Core Sience Systems,Hydrology,2006-01-04,39.45621,-77.96389,30.268499414416677,-60.51029641894765,311
752,transition vertical platforms,Regional Offices,Soil Sciences,2006-12-01,33.52253,-117.70755,24.719984503222847,-112.57634953029836,453
753,redefine revolutionary partnerships,Water Resources,Forestry,1986-08-17,28.54944,-81.77285,15.412381907230913,-62.215421286711305,173
754,extend e-business methodologies,Natural Hazards,Climatology,1996-11-22,39.43534,-84.20299,32.25196688207898,-73.51260223033537,428
755,re-intermediate mission-critical solutions,Ecosystems,Geomorphology,2005-08-28,32.54044,-82.90375,29.4093850571444,-77.44031259117726,105
756,repurpose 24/7 channels,Environmental Health,Soil Sciences,1982-11-10,45.0408,-93.263,41.86751507042428,-76.53877843593173,181
757,implement best-of-breed infrastructures,Environmental Health,Wildlife Biology,2007-10-12,33.7207,-116.21677,18.69466209345329,-108.31247363145866,212
758,syndicate intuitive e-commerce,Land Resources,Hydrology,2000-10-06,26.18924,-98.15529,19.199290398932874,-86.37953346168231,406
759,iterate virtual metrics,Regional Offices,Wildlife Disease,1987-04-08,29.84576,-90.10674,14.895246791490589,-83.61017293187626,161
760,visualize one-to-one mindshare,Regional Offices,Remote Sensing,1998-07-21,34.06635,-84.67837,18.763761339507344,-65.09479235197523,84
761,syndicate granular experiences,Natural Hazards,Wildlife Biology,1971-01-23,42.97086,-82.42491,27.013378691637335,-67.57961519892001,300
762,mesh extensible applications,Natural Hazards,Energy Resources,1971-04-09,33.93113,-117.54866,19.017202889362828,-112.21537022593274,345
763,implement holistic communities,Land Resources,Hydrology,1983-05-02,42.35843,-71.05977,29.596729037398635,-51.42472009817506,317
764,streamline collaborative architectures,Water Resources,Volcanology,2010-03-16,41.0051,-73.78458,22.168744302668312,-69.18662154252218,61
765,streamline enterprise info-mediaries,Land Resources,Land Use Change,1972-07-24,41.48199,-81.79819,39.84852443354028,-66.8438453240085,328
766,matrix bleeding-edge supply-chains,Natural Hazards,Aquatic Biology,2014-09-22,38.91817,-78.19444,38.194496953413484,-74.66148886026401,55
767,enable plug-and-play applications,Environmental Health,Seismology,2015-01-24,42.55308,-87.93341,30.83714071192272,-73.34358933074394,87
768,target magnetic networks,Natural Hazards,Land Use Change,1973-09-05,39.32011,-76.51552,20.94034971750506,-72.59404842993987,456
769,architect B2C bandwidth,Energy and Minerals,Land Use Change,1970-07-15,42.52787,-70.92866,26.894949601749396,-62.010204414330246,359
770,re-contextualize global technologies,Water Resources,Climatology,2003-07-16,33.98154,-81.23621,22.776305434948462,-63.397578203298366,321
771,visualize collaborative applications,Regional Offices,Genetics,1997-02-05,41.84364,-87.71255,40.20399606743949,-80.96061366372827,303
772,innovate compelling functionalities,Environmental Health,Planetary Sciences,2000-05-12,40.68066,-73.47429,39.09314767788657,-65.51989237956045,26
773,orchestrate interactive architectures,Water Resources,Geography,2020-04-21,42.35843,-71.05977,27.74333221236406,-57.152886061622795,321
774,generate innovative e-commerce,Ecosystems,Hydrology,2020-03-17,41.0051,-73.78458,23.584736231835404,-72.27340088105834,341
775,re-intermediate revolutionary infrastructures,Natural Hazards,Land Use Change,1973-07-29,20.88953,-156.47432,13.11280282588163,-151.76038573640992,24
776,synthesize cross-platform experiences,Natural Hazards,Information Sciences,2002-05-09,33.92946,-116.97725,21.60482252744965,-102.9062828420973,302
777,benchmark web-enabled portals,Core Sience Systems,Wildlife Disease,1986-09-24,29.84576,-90.10674,27.17449740190921,-76.6173900347411,2
778,transition leading-edge infrastructures,Ecosystems,Wildlife Biology,1994-12-02,42.52787,-70.92866,36.01611509434973,-55.83262524110794,228
779,scale innovative niches,Environmental Health,Ecology,2005-07-15,40.68066,-73.47429,35.37572072207886,-56.803189096095934,214
780,architect viral channels,Land Resources,Information Sciences,2009-06-14,33.41012,-91.06177,29.192528442771565,-87.4260897184272,304
781,empower best-of-breed synergies,Energy and Minerals,Wildlife Disease,2010-09-02,33.44872,-86.78777,32.82763190455807,-77.88146313344751,1
782,implement next-generation vortals,Environmental Health,Geophysics,1975-11-11,41.50343,-74.01042,27.56635276690743,-56.1795965346827,149
783,streamline visionary mindshare,Energy and Minerals,Geophysics,1978-09-24,47.38093,-122.23484,41.17476886666311,-108.20786731238773,355
784,facilitate user-centric relationships,Water Resources,Soil Sciences,1980-11-09,39.32288,-76.72803,36.03580959563342,-63.69310932487952,203
785,optimize wireless eyeballs,Natural Hazards,Geography,2013-06-19,34.77453,-96.67834,16.276024514711054,-84.14503893504927,143
786,target out-of-the-box info-mediaries,Core Sience Systems,Soil Sciences,2009-01-31,44.27804,-88.27205,24.821261074179464,-71.13807843792947,499
787,revolutionize scalable supply-chains,Environmental Health,Information Sciences,2012-03-06,39.32288,-76.72803,34.295154832505716,-65.456154454518,90
788,matrix cross-media e-commerce,Core Sience Systems,Ecology,1999-10-02,34.21639,-119.0376,32.40330063240365,-102.66068872045783,301
789,synthesize open-source systems,Core Sience Systems,Geophysics,2019-03-17,33.98154,-81.23621,29.752045386323534,-75.18917981212309,436
790,synthesize back-end niches,Natural Hazards,Wildlife Biology,2018-01-06,32.35126,-95.30106,23.389198244117594,-89.72466778118275,435
791,leverage collaborative convergence,Land Resources,Mineral Resources,1999-02-12,41.0051,-73.78458,23.311973029815583,-58.714072175665834,105
792,synthesize dot-com methodologies,Energy and Minerals,Geomorphology,2002-07-14,32.5007,-94.74049,13.545954438339933,-85.64723740741337,222
793,synergize intuitive interfaces,Land Resources,Mineral Resources,2019-05-09,41.84364,-87.71255,41.74408026428941,-70.86193481109993,141
794,seize B2B architectures,Environmental Health,Wildlife Biology,1986-08-14,40.81,-73.9625,33.123591111309196,-56.81664703145857,424
795,morph 24/365 markets,Land Resources,Wildlife Biology,2000-06-11,44.99012,-123.02621,30.121875939132064,-114.46251099767906,329
796,engage 24/365 infrastructures,Regional Offices,Land Use Change,1998-09-27,40.72371,-73.95097,36.1514035714126,-72.44937579093809,205
797,whiteboard user-centric mindshare,Water Resources,Geophysics,2001-02-27,40.63316,-74.13653,31.613213973877738,-57.0908446007588,339
798,integrate transparent experiences,Land Resources,Marine Geology,1999-10-10,39.09112,-94.41551,29.936445923151826,-83.38651822143527,112
799,target customized functionalities,Water Resources,Aquatic Biology,2000-10-09,33.93113,-117.54866,31.589525960281193,-110.90634290742213,197
800,harness real-time partnerships,Regional Offices,Forestry,1985-05-29,33.98154,-81.23621,21.55974671943873,-80.55185564037134,90
801,enhance front-end info-mediaries,Natural Hazards,Seismology,1986-09-10,34.95303,-120.43572,34.61382756134485,-111.63762159472681,500
802,redefine extensible partnerships,Natural Hazards,Geomorphology,2014-04-02,32.5007,-94.74049,19.618720771784957,-76.87112574289065,138
803,redefine holistic channels,Core Sience Systems,Forestry,1973-12-16,47.64995,-117.23991,29.622492447826428,-102.42856337033749,158
804,architect wireless web-readiness,Water Resources,Information Sciences,1998-07-24,47.38093,-122.23484,44.84041738392389,-110.19945218817625,121
805,facilitate transparent initiatives,Ecosystems,Energy Resources,1989-08-06,34.09611,-118.10583,14.556147166128731,-98.46787730900299,260
806,aggregate magnetic markets,Core Sience Systems,Marine Geology,2016-12-18,41.84364,-87.71255,33.488211382924305,-77.06440582131488,309
807,aggregate seamless mindshare,Land Resources,Planetary Sciences,1979-10-18,41.9001,-71.08977,35.44361376586762,-55.06923106322707,53
808,utilize cutting-edge relationships,Core Sience Systems,Environmental Health,1979-09-06,35.25064,-91.73625,34.21693225842882,-81.70507959773124,377
809,leverage extensible functionalities,Environmental Health,Geomorphology,2019-02-25,39.33427,-76.43941,29.637130337212383,-68.76080394510186,457
810,matrix turn-key infrastructures,Environmental Health,Planetary Sciences,2008-06-17,40.60538,-73.75513,39.8232086308611,-58.98240004911021,276
811,incubate back-end e-commerce,Core Sience Systems,Seismology,1972-06-24,39.32011,-76.51552,25.536059926006175,-71.13524469524981,310
812,unleash viral action-items,Core Sience Systems,Geomorphology,2016-12-19,33.95015,-118.03917,16.178590511039893,-104.38313341509713,368
813,brand turn-key relationships,Water Resources,Forestry,2004-03-01,41.75338,-86.11084,31.812592188576474,-72.76346849479839,220
814,cultivate collaborative niches,Regional Offices,Remote Sensing,2009-07-27,36.61033,-88.31476,23.653709937905965,-68.76402835072366,152
815,utilize interactive e-tailers,Water Resources,Remote Sensing,2016-07-09,41.85059,-87.882,30.395799999638662,-82.37524269377141,257
816,generate global e-tailers,Natural Hazards,Seismology,1985-02-01,33.03699,-117.29198,15.370365647984606,-107.13285731479397,160
817,engineer e-business applications,Environmental Health,Hydrology,1981-04-07,43.1009,-75.23266,40.21509502589342,-59.05793594653431,101
818,leverage integrated infrastructures,Core Sience Systems,Energy Resources,1987-02-09,41.0051,-73.78458,21.745339971325333,-58.63909100277543,219
819,iterate revolutionary infrastructures,Core Sience Systems,Geomorphology,1970-03-31,41.6764,-91.58045,33.687021632163066,-88.23113923899162,30
820,maximize collaborative solutions,Regional Offices,Seismology,1991-12-24,34.09611,-118.10583,24.104846496266845,-114.43642995166792,380
821,synthesize end-to-end solutions,Ecosystems,Wildlife Disease,1996-03-17,33.92946,-116.97725,31.639670802880335,-113.62652608241355,145
822,implement vertical niches,Environmental Health,Geography,1972-02-06,43.54072,-116.56346,24.668297874182407,-111.66192422118264,223
823,re-contextualize extensible mindshare,Regional Offices,Energy Resources,2009-12-21,36.06523,-119.01677,26.841919932542247,-105.01417926969525,455
824,engineer granular bandwidth,Water Resources,Climatology,1978-11-06,40.57788,-73.95958,24.35986612862933,-54.20311411402164,85
825,embrace user-centric schemas,Environmental Health,Land Use Change,1970-04-12,37.95143,-91.77127,35.37498652784048,-83.83360420032133,470
826,leverage one-to-one bandwidth,Water Resources,Mineral Resources,1983-08-05,42.30865,-83.48216,23.39131156060449,-81.99849577136534,361
827,generate magnetic convergence,Water Resources,Geophysics,2013-09-04,41.48199,-81.79819,27.9649406032622,-76.03758492274517,110
828,disintermediate back-end bandwidth,Natural Hazards,Environmental Health,2017-02-13,41.55838,-81.56929,22.70485927722213,-77.84015064619845,87
829,architect real-time e-commerce,Energy and Minerals,Soil Sciences,1985-07-19,39.08367,-84.50855,39.00618854259868,-68.44128037104583,233
830,drive distributed portals,Natural Hazards,Planetary Sciences,1993-07-30,37.95143,-91.77127,34.341691840057315,-73.76395519765434,408
831,e-enable transparent technologies,Environmental Health,Geochemistry,1975-10-11,42.58342,-71.8023,38.48260368523408,-69.40986211677472,70
832,redefine revolutionary e-markets,Regional Offices,Seismology,1988-08-01,43.61062,-72.97261,28.83059794470198,-63.64223132423924,183
833,incubate next-generation systems,Natural Hazards,Energy Resources,1985-09-10,47.92526,-97.03285,47.41001513991272,-87.39597662674232,341
834,seize e-business platforms,Regional Offices,Soil Sciences,2007-02-17,37.95143,-91.77127,32.78393880473093,-77.01243792410355,481
835,reinvent 24/365 e-commerce,Natural Hazards,Wildlife Biology,2006-11-16,35.88264,-80.08199,30.60943498595209,-72.90037317843895,234
836,drive strategic functionalities,Core Sience Systems,Geomorphology,2006-02-12,29.84576,-90.10674,19.934147043352795,-82.93644725888073,20
837,generate vertical applications,Environmental Health,Mineral Resources,1996-01-01,36.02506,-86.77917,31.42765363025161,-74.80209618255805,432
838,drive sticky bandwidth,Ecosystems,Mineral Resources,1987-02-23,25.67927,-80.31727,10.11837025986691,-65.00399757920079,328
839,synergize dot-com e-markets,Energy and Minerals,Wildlife Disease,1987-02-05,41.14676,-73.49484,25.424402878890177,-68.80430148039076,155
840,benchmark e-business e-services,Ecosystems,Volcanology,2010-11-04,41.14676,-73.49484,38.38394887958531,-69.84183463903435,129
841,scale innovative applications,Environmental Health,Genetics,1998-12-26,41.80753,-87.65644,36.71339789583206,-72.59207740616978,205
842,engage granular methodologies,Water Resources,Seismology,2003-02-09,39.32011,-76.51552,26.901401392111502,-57.860320860401075,333
843,architect world-class systems,Energy and Minerals,Environmental Health,1992-05-01,44.73941,-93.12577,39.98056735387176,-79.00231521293752,69
844,deploy dot-com metrics,Core Sience Systems,Aquatic Biology,2000-10-08,40.81,-73.9625,31.959510523612465,-57.973905556012625,269
845,productize virtual interfaces,Ecosystems,Seismology,2013-07-16,47.64995,-117.23991,45.70041314509704,-116.214079189151,447
846,re-contextualize front-end solutions,Regional Offices,Environmental Health,1970-10-25,30.17746,-81.38758,28.113781984202785,-75.11568318818897,292
847,re-contextualize scalable e-tailers,Energy and Minerals,Environmental Health,1977-03-04,26.2173,-80.22588,15.845737146101557,-79.78225162176689,52
848,engage bricks-and-clicks convergence,Ecosystems,Planetary Sciences,1991-01-28,33.44872,-86.78777,22.464312430428514,-69.52719255965444,298
849,facilitate vertical eyeballs,Ecosystems,Botany,1998-05-12,33.98154,-81.23621,32.73773728094803,-78.11451801991245,248
850,deploy vertical initiatives,Core Sience Systems,Geochemistry,1972-02-13,41.85059,-87.882,31.228918902470344,-81.21265514657055,163
851,architect robust models,Land Resources,Remote Sensing,1992-01-18,40.65538,-74.38987,35.14268082332205,-63.93113575854893,266
852,enhance synergistic e-tailers,Regional Offices,Seismology,1984-11-25,36.02506,-86.77917,23.493950405762654,-69.48421753393639,361
853,synthesize vertical supply-chains,Environmental Health,Geography,1981-05-02,40.68066,-73.47429,21.768913416891397,-67.02692799967112,495
854,harness clicks-and-mortar users,Core Sience Systems,Volcanology,2012-07-26,31.84568,-102.36764,18.479123021388176,-84.26031596404506,147
855,orchestrate cross-media vortals,Water Resources,Genetics,1995-09-03,29.84576,-90.10674,11.652228907995962,-78.03175566181156,141
856,enable granular niches,Environmental Health,Aquatic Biology,1983-11-01,40.93121,-73.89875,26.933858371845375,-59.1247166830439,201
857,facilitate compelling content,Ecosystems,Forestry,2009-11-15,47.4943,-122.24092,30.290238312138374,-114.96265458349188,56
858,synthesize visionary convergence,Regional Offices,Hydrology,1980-08-10,30.17746,-81.38758,10.64525463850348,-67.31454312052603,403
859,synthesize front-end platforms,Environmental Health,Hydrology,2015-01-19,37.95143,-91.77127,28.919369214080607,-81.72423124427435,144
860,deploy best-of-breed web-readiness,Natural Hazards,Soil Sciences,1995-12-06,41.0051,-73.78458,28.411606653022982,-68.23108063574612,175
861,strategize distributed info-mediaries,Core Sience Systems,Aquatic Biology,2019-12-05,39.32288,-76.72803,37.13490695218785,-61.96911928315614,94
862,benchmark extensible e-tailers,Land Resources,Genetics,2015-07-20,31.12406,-97.90308,12.325298554157836,-78.92351173652477,494
863,revolutionize plug-and-play action-items,Regional Offices,Remote Sensing,2016-06-05,43.61062,-72.97261,28.82343276751156,-60.158774803423505,465
